"Record Key","Chainage Start (m)","Chainage End (m)","Length (m)","Pipeline Section","Register","Asset Type","Asset ID","Trench Type","Source Length (m)","Drawing (Start)","Drawing (End)","Drawing (superseded)","Info Source","Included in Current Plan","Section Ref (source)","Feature Name","Utility Description","Surface","Pipeline DN","Embankment Treatment","Creek Bed Treatment","Pipe Description","Type 6 (m)","Type 7 (m)","Type 4 & 7 (m)","Type 4 & 6 (m)","Operator","Location","Material","Size (mm)","ID","Actual Chainage (surveyed)","Located","C&G Code","Trench Code","Surveyors PtNo","E","N","Z","Survey Code","Proven to Underside of Service","Test Point","Proposed Crossing Method","Parallel or Crossed","Design Drawing","DBYD SEQ","Separation (m)","Asset DOC (m)","Pipeline DOC (m)","Depth to Underside of Asset (m)","Crossover","Within","Excavation Permit Required?","Excavation Permit Date","Crossing Permit Required?","Crossing Permit Date","Comments","Source File","Source Row","Area (m2)","Timber Density","Thrust Block Category","Installed","Install Date","Installed By","Test Document No","Test Status","Test Date","Complete","Completion Date","Progress Notes","Unit Rate ($)","Quantity","Unit","Total Cost ($)","Fitting Type","Type of Bend","Fitting Material","Fitting DN (mm)","Max Test Pressure (kPa)","Allowable Lateral Bearing (kPa)","Thrust Block Item","Design Source","Valve Type","Crossing Type","Crew","Bend Rate Class","Completion Driver","Front Chainage (m)","Auto Complete","Auto Complete As At","Unlabelled Column CO","Valve Arrangement Type","Valve Assembly Group","Valve Arrangement","Branch / Tee Size","Air Valve","Scour Valve","Side","Invert Level (m)","Depth of Invert (m)","Natural Surface (m)","Orifice Plate Bore (mm)","Within 1% AEP Flood Zone","Claim Item No (PC02)","Location Drawing Ref"
"PHW-TS-0028","531.2","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0028","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","35","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-BS-0003","536.1","","","PHW","Trench Stop & Bulkhead","BULK HEAD","PHW-BS-0003","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","36","","","","","","","","","","","","","20507","1","each","20507","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-VG-0008","540","560","20","PHW","Vegetation","TREE REMOVAL","VEG_PHW008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2 LARGE TREES","T2W - Tree Removal TakeOff (V.1).xlsx","25","147","HEAVY","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0029","541","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0029","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","37","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0030","545.9","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0030","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","38","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0031","550.8","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0031","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","39","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-BS-0004","553.25","","","PHW","Trench Stop & Bulkhead","BULK HEAD","PHW-BS-0004","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","40","","","","","","","","","","","","","20507","1","each","20507","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0032","555.7","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0032","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","41","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0033","560.6","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0033","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","42","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0034","565.5","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0034","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","43","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-BS-0005","570.4","","","PHW","Trench Stop & Bulkhead","BULK HEAD","PHW-BS-0005","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","44","","","","","","","","","","","","","20507","1","each","20507","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0035","575.3","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0035","","","D-DWG-PHW-001","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","45","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0036","577","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0036","","","D-DWG-PHW-001","","","","","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","46","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0037","582.9","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0037","","","D-DWG-PHW-001","","","","","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","47","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0038","588.8","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0038","","","D-DWG-PHW-001","","","","","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","48","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0039","608.5","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0039","","","D-DWG-PHW-001","","","","","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","49","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0040","618.7","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0040","","","D-DWG-PHW-001","","","","","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","50","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-VG-0009","620","640","20","PHW","Vegetation","TREE REMOVAL","VEG_PHW009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1 LARGE TREE, 1 SMALL TREE","T2W - Tree Removal TakeOff (V.1).xlsx","26","108","HEAVY","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0041","628.9","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0041","","","D-DWG-PHW-001","","","","","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","51","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0042","635.5","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0042","","","D-DWG-PHW-001","","","","","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","52","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0043","642.3","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0043","","","D-DWG-PHW-001","","","","","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","53","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0044","649.1","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0044","","","D-DWG-PHW-001","","","","","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","54","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-PIPE-0009","654.13","670.63","16.5","PHW","Pipe","PIPE","PHW-PIPE-0009","","","D-DWG-PHW-001.2","","","","","PHW","","","","600","","","DN600 DICL PN35","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Driveway crossings","Special Crossings","","","","","","","","","","","","","","","","","","","",""
"PHW-TS-0045","655.9","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0045","","","D-DWG-PHW-001","","","","","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","55","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0046","662","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0046","","","D-DWG-PHW-001","","","","","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","56","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-BS-0006","666.3","","","PHW","Trench Stop & Bulkhead","BULK HEAD","PHW-BS-0006","","","D-DWG-PHW-001","","","","","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","57","","","","","","","","","","","","","20507","1","each","20507","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-VG-0010","670","690","20","PHW","Vegetation","TREE REMOVAL","VEG_PHW010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2 LARGE TREES","T2W - Tree Removal TakeOff (V.1).xlsx","27","110","HEAVY","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0047","670.6","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0047","","","D-DWG-PHW-001","","","","","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","58","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-PIPE-0010","670.63","878.592","207.962","PHW","Pipe","PIPE","PHW-PIPE-0010","","","D-DWG-PHW-001.2","","","","","PHW","","","","600","","","DN600 DICL PN35","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Special Crossings","","","","","","","","","","","","","","","","","","","",""
"PHW-FN-0002","671","","","PHW","Foreign Service","FENCE","PHW-FN-0002","","","D-DWG-PHW-001.2","","D-DWG-PHW-001_C","","Yes","PHW","","FENCE LINE NO POSTS ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-TS-0048","674.9","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0048","","","D-DWG-PHW-001","","","","","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","59","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0049","679.2","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0049","","","D-DWG-PHW-001","","","","","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","60","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-BS-0007","681.35","","","PHW","Trench Stop & Bulkhead","BULK HEAD","PHW-BS-0007","","","D-DWG-PHW-001","","","","","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","61","","","","","","","","","","","","","20507","1","each","20507","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0050","683.5","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0050","","","D-DWG-PHW-001","","","","","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","62","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0051","687.8","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0051","","","D-DWG-PHW-001","","","","","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","63","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0052","692.1","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0052","","","D-DWG-PHW-001","","","","","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","64","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
